Word,Valence,Arousal,Dominance,Concreteness
corrodes,0.350683,0.446547,0.484894,0.540832
hop,0.578663,0.456443,0.597164,0.764626
preventability,0.369190,0.586450,0.398697,0.418654
upbound,0.495120,0.359894,0.553584,0.872582
untimed,0.620482,0.425301,0.603816,0.570147
pinups,0.674539,0.495144,0.670089,0.618585
doldrums,0.494444,0.459743,0.528568,0.577158
nation,0.568901,0.467571,0.551426,0.682119
amulet,0.591192,0.473919,0.537222,0.863719
harakiri,0.373633,0.544745,0.474648,0.388788
concocts,0.561465,0.525957,0.568131,0.587985
subsides,0.612695,0.407690,0.629299,0.631201
hotheadedness,0.310121,0.585527,0.436740,0.300450
backstairs,0.587416,0.440196,0.563572,0.556055
deprecate,0.509158,0.413184,0.601530,0.278055
reckoning,0.527050,0.502697,0.518189,0.453897
twilight,0.587759,0.403388,0.539054,0.495614
loggias,0.753033,0.362696,0.700466,0.682931
spiritualism,0.608043,0.469732,0.563121,0.386086
assignable,0.583132,0.362008,0.571883,0.488559
ransoming,0.514436,0.492934,0.541283,0.489405
goner,0.456270,0.486498,0.480643,0.507629
dynamiting,0.380515,0.563299,0.474472,0.592876
unbarred,0.611779,0.427920,0.597996,0.644164
suffixed,0.611270,0.374861,0.629760,0.547008
crowbar,0.476278,0.543567,0.565557,0.953400
roasts,0.600956,0.428936,0.604023,0.823444
Macbeth,0.470692,0.546128,0.534527,0.802840
establishing,0.703409,0.428993,0.693973,0.427528
syncopation,0.552148,0.438654,0.572523,0.635676
legume,0.588473,0.349275,0.556517,0.764727
coagulation,0.467001,0.441209,0.533573,0.643178
uncultivated,0.491055,0.369797,0.526052,0.525552
shouter,0.440330,0.490028,0.521361,0.608728
heresies,0.414816,0.449135,0.470370,0.376045
overdecorated,0.624503,0.453570,0.596286,0.615767
Stanley,0.588764,0.458834,0.544617,0.703237
cropping,0.568129,0.437335,0.594004,0.738757
thatched,0.644109,0.331260,0.599547,0.731191
stalling,0.307105,0.446469,0.443594,0.503234
bifurcation,0.411582,0.432034,0.491018,0.478038
precious_metal,0.651226,0.465557,0.572604,0.740040
arbitrariness,0.399838,0.491980,0.495973,0.346817
songbird,0.674804,0.459253,0.598479,0.811110
crushing,0.369853,0.540447,0.460260,0.621476
unfolds,0.637855,0.455308,0.625739,0.556107
owing,0.461350,0.449648,0.501887,0.418362
parsnips,0.653851,0.351040,0.634506,0.826014
girdled,0.499397,0.463608,0.496817,0.683182
beetle,0.472930,0.484136,0.471923,0.967029
propitiate,0.612831,0.448274,0.570787,0.474977
jet_stream,0.614824,0.414010,0.549421,0.780612
dogtrot,0.649584,0.342305,0.619110,0.846408
swearwords,0.468361,0.523444,0.530300,0.646155
treasure_trove,0.720893,0.463336,0.641919,0.676654
overworked,0.414691,0.487389,0.460570,0.416086
saturnalia,0.460453,0.615131,0.470077,0.563529
unsoiled,0.549709,0.359661,0.612942,0.619972
barometric,0.541380,0.375137,0.534255,0.626778
rioters,0.342320,0.567904,0.434578,0.672640
foursomes,0.587693,0.360398,0.611810,0.793053
microfossil,0.563252,0.294729,0.563584,0.781478
devaluing,0.452460,0.500462,0.506090,0.462645
sniveling,0.295417,0.523090,0.441597,0.516066
viscose,0.548424,0.335497,0.569526,0.743384
astray,0.450980,0.463335,0.469781,0.349240
swordsman,0.513229,0.490278,0.566044,0.732528
profanation,0.348635,0.555697,0.420897,0.572416
questionability,0.464135,0.562120,0.519781,0.349870
investigation,0.510873,0.520905,0.544876,0.634082
intermix,0.642622,0.424840,0.647299,0.496974
uncaused,0.478985,0.512704,0.492251,0.256974
emitted,0.499413,0.471555,0.526060,0.553813
magnetite,0.463334,0.449034,0.493139,0.675847
squarer,0.600095,0.411482,0.603444,0.718675
squares,0.619359,0.377476,0.616202,0.815628
sixths,0.655668,0.377697,0.599387,0.668052
demonology,0.437365,0.477332,0.504762,0.582171
bullwhip,0.488791,0.530581,0.552705,0.828246
demoralization,0.231387,0.506355,0.389356,0.381876
bilge,0.406801,0.393683,0.513290,0.612387
uncirculated,0.622945,0.441458,0.571259,0.705169
ascendant,0.566589,0.480984,0.550999,0.387923
dumbfound,0.618113,0.510067,0.606613,0.398511
nicht,0.390087,0.459059,0.499669,0.489310
bookie,0.499954,0.497165,0.525995,0.859369
siege,0.305732,0.595112,0.417709,0.723079
ecco,0.734701,0.419595,0.706615,0.679245
palatial,0.687299,0.439293,0.677605,0.583066
instrumentalists,0.725072,0.405184,0.658968,0.634456
overheads,0.474524,0.483969,0.545923,0.641949
reshuffle,0.494362,0.482040,0.572645,0.562775
disrespect,0.412288,0.549826,0.511005,0.437833
recordings,0.691963,0.435763,0.633346,0.679386
pastured,0.624863,0.328695,0.634963,0.680142
mime,0.641351,0.467096,0.608556,0.724599
matchless,0.772602,0.471048,0.670039,0.400257
bumpy,0.478521,0.476551,0.508825,0.635566
poems,0.684384,0.434954,0.647638,0.628707
sampans,0.614765,0.427160,0.592549,0.721024
scarred,0.386195,0.537872,0.457094,0.735095
mottoes,0.716681,0.409913,0.713056,0.588821
manacled,0.405034,0.453333,0.494471,0.749853
plagiarizing,0.391881,0.504809,0.488949,0.614477
patronage,0.544961,0.523505,0.569607,0.529434
pimps,0.360087,0.586684,0.429459,0.671833
bulleted,0.490913,0.399745,0.585212,0.645605
councilwoman,0.512715,0.489601,0.535489,0.739505
recon,0.579941,0.514614,0.594250,0.641008
undesirably,0.284765,0.445835,0.408003,0.437868
monsignor,0.627464,0.436611,0.608206,0.769144
iterative,0.632560,0.423440,0.631233,0.431854
rummages,0.513983,0.419244,0.622586,0.650516
intoxicatingly,0.767687,0.504688,0.648898,0.440910
wanderers,0.615896,0.383009,0.565400,0.478246
enkindle,0.686718,0.534080,0.666918,0.515645
overachieving,0.482792,0.559826,0.542094,0.443775
vociferousness,0.404116,0.529440,0.469858,0.414925
footwear,0.636901,0.394538,0.642517,0.808868
dalal,0.482707,0.427195,0.554995,0.558629
reposed,0.552785,0.436735,0.597553,0.489797
sanyasi,0.627150,0.459558,0.582935,0.562127
quips,0.620708,0.488070,0.644922,0.581362
Brazil,0.590336,0.458306,0.607735,0.634730
formers,0.523120,0.394182,0.566315,0.601593
Ontario,0.569181,0.410712,0.550265,0.702594
audiologist,0.550627,0.441619,0.533255,0.773149
distal,0.511010,0.421123,0.508450,0.607502
insecurely,0.425664,0.389553,0.491287,0.584762
epiphenomena,0.425570,0.504065,0.455201,0.393375
cloakroom,0.586503,0.364501,0.587580,0.659539
opec,0.486842,0.492445,0.544155,0.610392
bootlickers,0.469647,0.456035,0.531612,0.515479
reinvestigation,0.518866,0.471643,0.540959,0.599087
mendaciously,0.423759,0.487323,0.492665,0.391280
open,0.745008,0.442700,0.686366,0.564515
intrepidness,0.566861,0.547477,0.583923,0.348329
partook,0.698373,0.415514,0.700161,0.478282
stuffer,0.506517,0.382038,0.587519,0.705661
city,0.636845,0.453969,0.605508,0.811843
boulevard,0.650550,0.394239,0.623851,0.862920
operable,0.566700,0.469226,0.621308,0.530409
outhit,0.457136,0.475357,0.538456,0.581829
convent,0.566331,0.400566,0.566885,0.739372
franchisor,0.578537,0.461470,0.549349,0.650771
preludes,0.689250,0.403798,0.620553,0.501852
zookeepers,0.750142,0.374040,0.631521,0.787974
uric,0.408747,0.416730,0.483851,0.599866
antonym,0.513300,0.345143,0.592461,0.485183
shiftily,0.505457,0.367522,0.550331,0.736770
physically,0.473934,0.510206,0.578756,0.523971
shiver,0.517374,0.516943,0.510110,0.727287
stuffed,0.531192,0.472039,0.556980,0.728024
foreclose,0.403942,0.511789,0.502162,0.566546
streetlight,0.576625,0.344188,0.608568,0.845867
uke,0.658910,0.466629,0.591003,0.846090
turnovers,0.434329,0.498704,0.512317,0.669185
bits,0.633300,0.395552,0.610827,0.772776
cite,0.511221,0.434512,0.616027,0.557043
cowpox,0.515008,0.442961,0.514287,0.751205
slashes,0.528762,0.482606,0.567326,0.636927
overshooting,0.493961,0.489643,0.538287,0.546086
inferring,0.482328,0.488987,0.549544,0.449303
famines,0.360432,0.523137,0.375506,0.655001
antis,0.426209,0.470138,0.519681,0.565081
thorax,0.475239,0.432318,0.501709,0.764233
bioelectrical,0.617265,0.473519,0.585349,0.519428
sentinels,0.481849,0.407206,0.499352,0.608871
illusionist,0.609019,0.566622,0.558806,0.825203
marginalize,0.347552,0.455002,0.475634,0.416278
southbound,0.494507,0.445279,0.560874,0.828455
reclaims,0.611362,0.423079,0.640963,0.394557
winy,0.721766,0.443485,0.682103,0.697482
dittos,0.657252,0.389942,0.628312,0.710152
antic,0.526893,0.513965,0.573596,0.486053
slashed,0.458940,0.490388,0.517345,0.697112
fooled,0.506805,0.483747,0.517796,0.464589
ownself,0.547935,0.488841,0.550407,0.627717
loopier,0.581149,0.502938,0.554305,0.427211
lucent,0.753476,0.410090,0.684086,0.614444
hyperplasia,0.354872,0.449276,0.416228,0.614843
impractical,0.471997,0.436124,0.502027,0.377242
depressed,0.350112,0.515947,0.458029,0.494933
yelping,0.525883,0.513120,0.522341,0.672991
stammer,0.404019,0.476165,0.477724,0.466173
folly,0.473171,0.519267,0.496952,0.368871
corruptible,0.385461,0.544551,0.463958,0.289892
typography,0.674708,0.414245,0.677757,0.690324
ratting,0.293617,0.546266,0.457897,0.509289
Lester,0.552227,0.469804,0.533453,0.602782
coats,0.648094,0.347118,0.643194,0.863600
indepth,0.559226,0.389009,0.619081,0.583192
individualized,0.617701,0.445954,0.622315,0.399781
counselor,0.550113,0.407518,0.580816,0.838566
drywall,0.461127,0.397752,0.530986,0.951390
damned,0.393284,0.504033,0.514945,0.477578
chaplet,0.724881,0.327257,0.610925,0.744836
diastolic,0.533056,0.358499,0.536601,0.648513
recapping,0.558293,0.443228,0.618082,0.647187
dutifully,0.532326,0.298297,0.578974,0.388887
buries,0.400895,0.474260,0.523547,0.590787
pigheaded,0.329863,0.521946,0.479302,0.419711
shipowners,0.461974,0.420129,0.503165,0.653803
corrida,0.588197,0.550065,0.589721,0.669578
icebag,0.537866,0.356714,0.581704,0.887506
greyhound,0.657673,0.438271,0.569011,0.862575
argument,0.525332,0.504775,0.569744,0.517779
alley,0.491573,0.474392,0.530222,0.856054
headquarters,0.602575,0.382540,0.647101,0.798384
spender,0.524786,0.523541,0.589972,0.775498
climbed,0.599486,0.445687,0.626700,0.716596
horsepower,0.593925,0.544318,0.604178,0.701047
unblessed,0.602893,0.485987,0.544675,0.275019
ingles,0.523222,0.385168,0.579372,0.672035
dismissive,0.482393,0.475864,0.561803,0.321012
shrikes,0.611086,0.460886,0.533762,0.739461
Idaho,0.553787,0.523334,0.549820,0.710719
monochord,0.618906,0.440235,0.597098,0.729658
idee,0.524594,0.417263,0.565022,0.628396
chert,0.537642,0.400897,0.545566,0.737921
languorous,0.636229,0.396317,0.627057,0.462504
preselected,0.631449,0.397827,0.656461,0.544442
downwards,0.495217,0.399643,0.526018,0.518504
aeolian,0.637314,0.436544,0.525332,0.652227
instructed,0.520723,0.446688,0.586722,0.521383
longshore,0.447499,0.438995,0.493146,0.729945
rumination,0.502417,0.430581,0.550700,0.528909
beeping,0.551777,0.512807,0.535698,0.689674
boringness,0.545575,0.482250,0.531996,0.391421
treasurers,0.535508,0.440279,0.565502,0.605346
coincide,0.621330,0.406518,0.618628,0.463568
rotary,0.573222,0.390562,0.602960,0.746197
wino,0.440685,0.441917,0.491170,0.715937
exterminating,0.390289,0.551971,0.504200,0.526725
appellation,0.531339,0.418931,0.566932,0.536921
cohabitant,0.389505,0.485695,0.501738,0.649217
syllable,0.563081,0.380278,0.586750,0.647988
backyards,0.643816,0.398584,0.627250,0.620286
inserter,0.490147,0.390816,0.552532,0.769087
darkish,0.622259,0.360689,0.585118,0.785970
molecule,0.603042,0.413748,0.575077,0.824783
staffed,0.603427,0.429342,0.571192,0.593289
counterpuncher,0.565651,0.495274,0.622684,0.642408
methylated,0.499051,0.431690,0.527371,0.475985
horridly,0.344860,0.469550,0.428530,0.485197
fuchsias,0.729564,0.390198,0.624438,0.803950
cylindrically,0.579398,0.420412,0.541912,0.773673
magicked,0.613964,0.418962,0.589090,0.541141
commissariat,0.401534,0.461330,0.495843,0.717480
winters,0.551861,0.424465,0.524331,0.684496
adaptability,0.772548,0.474903,0.733846,0.467605
canoodle,0.672936,0.514339,0.615768,0.615409
photochemical,0.564850,0.419904,0.553468,0.574874
lawn,0.655739,0.321837,0.640319,0.957073
phobics,0.406272,0.556546,0.456852,0.608795
thalidomide,0.408595,0.460829,0.454852,0.713988
creoles,0.577834,0.375650,0.567172,0.515396
nonlethal,0.480050,0.528982,0.546397,0.636933
trembler,0.420755,0.535464,0.410691,0.705738
wing,0.499023,0.418424,0.537862,0.747692
unmistaken,0.590624,0.473733,0.649635,0.349862
vasty,0.592499,0.484940,0.570567,0.468262
squint,0.442444,0.454163,0.508522,0.645077
dolor,0.305555,0.435262,0.438259,0.466298
temporality,0.600289,0.381759,0.554865,0.485756
mindblower,0.609003,0.550586,0.592157,0.573924
spinless,0.400844,0.466160,0.485618,0.497580
liquidity,0.581103,0.484782,0.571465,0.533636
laws,0.581262,0.444806,0.565972,0.521882
guan,0.527886,0.429971,0.518232,0.742958
murmurs,0.587921,0.427049,0.572519,0.545024
gallus,0.495466,0.512773,0.556451,0.575059
honeymooned,0.654685,0.552823,0.576851,0.612219
marshalled,0.611297,0.425005,0.650687,0.544177
opportunist,0.512904,0.487918,0.556972,0.452722
babbled,0.549240,0.382147,0.561253,0.546185
hegemon,0.426260,0.468848,0.505983,0.483846
merit,0.684412,0.471940,0.651860,0.422306
honeymooner,0.523528,0.521879,0.473523,0.766107
bright,0.761895,0.491633,0.682664,0.663161
surgically,0.423273,0.476006,0.490001,0.638785
dday,0.543064,0.349847,0.569977,0.627523
raptly,0.650884,0.403307,0.602908,0.570965
scarce,0.452956,0.458407,0.494816,0.486712
parsimony,0.451527,0.392993,0.565800,0.368414
calamari,0.703253,0.468177,0.645749,0.804866
foxhound,0.745335,0.426866,0.656956,0.831030
babbles,0.589419,0.449533,0.590784,0.666711
babbler,0.524273,0.450753,0.553959,0.652813
sativa,0.584210,0.406763,0.570075,0.795322
punchy,0.632288,0.524271,0.660595,0.473495
unpeaceful,0.434678,0.531010,0.495903,0.284266
calico,0.727468,0.320525,0.647485,0.860658
debunk,0.546661,0.483838,0.562574,0.506253
actin,0.573346,0.398030,0.564311,0.661353
subjugates,0.420306,0.531822,0.508490,0.492490
suppresses,0.504018,0.458268,0.565047,0.501736
dreamed,0.731812,0.540951,0.644605,0.581537
outrage,0.420427,0.617917,0.466722,0.456425
staffer,0.571569,0.419757,0.592747,0.836889
untrammeled,0.577193,0.478811,0.559984,0.372453
hoover,0.513149,0.462008,0.555535,0.782633
landline,0.561826,0.440350,0.542818,0.709476
groovy,0.728262,0.500797,0.650142,0.504137
clank,0.392933,0.469423,0.493646,0.685473
monopsony,0.506012,0.412364,0.562782,0.397031
spontaneity,0.753878,0.528320,0.689296,0.382632
vagrancy,0.355817,0.419167,0.448858,0.612109
psychiatrist,0.431727,0.483248,0.467126,0.787336
cleats,0.578431,0.322240,0.611437,0.914971
assistant,0.576359,0.428677,0.598693,0.757037
gauges,0.553892,0.305903,0.582462,0.687963
freezing,0.575540,0.463416,0.550786,0.672781
straightforwardly,0.506912,0.431405,0.557791,0.317240
clang,0.471164,0.503660,0.525558,0.710605
ere,0.614016,0.352348,0.589322,0.400943
recruiters,0.471008,0.501137,0.497834,0.741906
weber,0.628281,0.449963,0.591476,0.881466
submerge,0.469135,0.503403,0.514007,0.637455
import,0.514330,0.441937,0.572984,0.616926
rudy,0.505450,0.421539,0.548585,0.689928
flashcard,0.672825,0.386787,0.687450,0.781175
clans,0.493582,0.478309,0.518501,0.589954
profaned,0.484161,0.461497,0.520599,0.486383
morse,0.589252,0.439442,0.541805,0.627178
originals,0.699338,0.366879,0.652861,0.583310
krishna,0.589728,0.444248,0.579780,0.618049
diners,0.703554,0.437321,0.635052,0.812958
undemanding,0.688039,0.398463,0.689379,0.335622
resource,0.701392,0.468651,0.665034,0.663983
remits,0.588206,0.357929,0.627771,0.509007
apple_pie,0.751141,0.459493,0.690540,0.781673
tenures,0.614185,0.439179,0.607813,0.506143
hinges,0.559075,0.394502,0.604725,0.723091
parasitic,0.281944,0.491241,0.384451,0.462995
saliva,0.500075,0.464104,0.545172,0.841184
microglia,0.458453,0.439027,0.482697,0.624273
ahmad,0.556818,0.429508,0.546287,0.606878
workweek,0.585983,0.374406,0.594750,0.682230
fenders,0.552191,0.416331,0.590994,0.820452
priest,0.523651,0.464981,0.519472,0.856711
resins,0.553266,0.400442,0.554014,0.620914
therapies,0.530683,0.475878,0.524286,0.506350
worries,0.467017,0.553757,0.503041,0.499697
worrier,0.516018,0.465360,0.554766,0.582245
snapback,0.566303,0.464158,0.555010,0.703305
resiny,0.609994,0.441977,0.597293,0.682277
orchids,0.777777,0.422025,0.641601,0.881503
tibialis,0.340876,0.399076,0.447565,0.778099
temperance,0.579213,0.388145,0.636308,0.480154
nouveaux,0.462709,0.434574,0.526022,0.260572
siblings,0.657378,0.433282,0.580050,0.688259
intonations,0.694253,0.381320,0.646389,0.554977
arouses,0.600629,0.513589,0.627497,0.477464
Patricia,0.610098,0.452467,0.591463,0.714548
redcoats,0.493454,0.491324,0.519046,0.760983
profanes,0.486792,0.570892,0.531911,0.411002
subheadings,0.556372,0.389635,0.616358,0.673157
anyways,0.608092,0.453145,0.609977,0.486081
overflowed,0.487882,0.431905,0.548027,0.603645
verruca,0.465392,0.443443,0.481224,0.772350
aroused,0.581642,0.552888,0.589101,0.618968
constraints,0.401227,0.485542,0.475411,0.455381
thorniest,0.556046,0.445081,0.614315,0.559565
sanely,0.557886,0.451126,0.606612,0.344852
nis,0.522744,0.346240,0.563518,0.568065
mutton,0.581236,0.433724,0.551987,0.832113
inequalities,0.315662,0.529573,0.439300,0.497760
codefendant,0.447924,0.471019,0.521164,0.702736
untapped,0.665653,0.524634,0.610568,0.501039
ostensibly,0.571754,0.354858,0.578427,0.231452
unsaleable,0.360602,0.411641,0.431813,0.521937
creme_brulee,0.653097,0.473749,0.607835,0.818484
sites,0.564085,0.376610,0.584738,0.671490
bootstrapped,0.584465,0.461978,0.608877,0.596103
fierceness,0.608712,0.580063,0.622617,0.540537
elicitation,0.560169,0.460337,0.613250,0.492795
furnishing,0.636525,0.449579,0.646419,0.586609
outclassed,0.500612,0.499176,0.576212,0.502373
sable,0.734576,0.381100,0.644422,0.827643
thinkable,0.426147,0.553722,0.482431,0.361300
Thai,0.584206,0.454779,0.607781,0.772735
outlier,0.452181,0.468736,0.478036,0.418966
journeywoman,0.588262,0.461449,0.585665,0.590404
screed,0.269220,0.484855,0.441146,0.679886
iller,0.448726,0.507136,0.502012,0.626586
checkered,0.453739,0.439966,0.519955,0.637946
vertical,0.575379,0.461666,0.568272,0.689464
apparition,0.502928,0.552627,0.462466,0.691492
spartan,0.482954,0.371853,0.572684,0.553604
ascribed,0.576349,0.374390,0.631474,0.368144
kendra,0.601013,0.393068,0.622027,0.654848
interlocutory,0.426321,0.448597,0.490294,0.505814
recitation,0.499067,0.395761,0.575461,0.604176
steroid,0.399074,0.478811,0.496544,0.665310
brassica,0.525220,0.431299,0.568475,0.706351
serialization,0.519947,0.455378,0.584014,0.551013
lollapalooza,0.688764,0.540143,0.618360,0.712570
partakes,0.612143,0.461950,0.662848,0.518238
oust,0.418721,0.528848,0.528515,0.513135
puerile,0.403668,0.483539,0.527303,0.318687
pantaloon,0.616246,0.380058,0.592875,0.726903
parapet,0.570559,0.427258,0.618616,0.877639
unbending,0.496589,0.474824,0.580556,0.380886
manx,0.593217,0.451058,0.542225,0.690833
many,0.583047,0.423359,0.599620,0.429948
cornflake,0.720791,0.403274,0.644077,0.943637
sinecures,0.611971,0.347850,0.603961,0.456154
redux,0.548872,0.498745,0.556050,0.445615
belie,0.497975,0.404973,0.548373,0.331535
mane,0.687427,0.423485,0.632098,0.952752
hemophiliacs,0.383240,0.484615,0.446949,0.709104
Kant,0.602996,0.467451,0.587570,0.515458
ropers,0.666210,0.499307,0.642196,0.842582
bunghole,0.439152,0.460843,0.506818,0.856787
mann,0.530789,0.421779,0.592329,0.525861
yearly,0.657342,0.420248,0.640335,0.624103
minima,0.595991,0.416814,0.564367,0.525791
fishable,0.600573,0.420059,0.575420,0.644207
midshipman,0.535660,0.478830,0.522577,0.783531
extravagantly,0.685421,0.464388,0.631631,0.376192
clipboards,0.438075,0.369255,0.551891,0.738134
proto,0.561260,0.428288,0.564594,0.450027
adjudication,0.502361,0.409349,0.555913,0.443786
amateurishness,0.355721,0.471081,0.474340,0.417993
groupware,0.583090,0.423951,0.604007,0.678282
